,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
14,14539266,56794,ABFRL25JUNFUT,ABFRL,0.0,2025-06-26,0.0,0.01,2600,FUT,NFO-FUT,NFO
15,13624578,53221,ABFRL25JULFUT,ABFRL,0.0,2025-07-31,0.0,0.01,2600,FUT,NFO-FUT,NFO
16,16411394,64107,ABFRL25AUGFUT,ABFRL,0.0,2025-08-28,0.0,0.01,2600,FUT,NFO-FUT,NFO
17,14539522,56795,ACC25JUNFUT,ACC,0.0,2025-06-26,0.0,0.1,300,FUT,NFO-FUT,NFO
18,13624834,53222,ACC25JULFUT,ACC,0.0,2025-07-31,0.0,0.1,300,FUT,NFO-FUT,NFO
19,14540290,56798,ADANIENSOL25JUNFUT,ADANIENSOL,0.0,2025-06-26,0.0,0.05,625,FUT,NFO-FUT,NFO
20,13625090,53223,ADANIENSOL25JULFUT,ADANIENSOL,0.0,2025-07-31,0.0,0.05,675,FUT,NFO-FUT,NFO
21,16411650,64108,ADANIENSOL25AUGFUT,ADANIENSOL,0.0,2025-08-28,0.0,0.05,675,FUT,NFO-FUT,NFO
22,14540546,56799,ADANIENT25JUNFUT,ADANIENT,0.0,2025-06-26,0.0,0.1,300,FUT,NFO-FUT,NFO
23,13625346,53224,ADANIENT25JULFUT,ADANIENT,0.0,2025-07-31,0.0,0.1,300,FUT,NFO-FUT,NFO
24,16411906,64109,ADANIENT25AUGFUT,ADANIENT,0.0,2025-08-28,0.0,0.1,300,FUT,NFO-FUT,NFO
25,14540802,56800,ADANIGREEN25JUNFUT,ADANIGREEN,0.0,2025-06-26,0.0,0.1,375,FUT,NFO-FUT,NFO
26,13625602,53225,ADANIGREEN25JULFUT,ADANIGREEN,0.0,2025-07-31,0.0,0.1,600,FUT,NFO-FUT,NFO
27,16412162,64110,ADANIGREEN25AUGFUT,ADANIGREEN,0.0,2025-08-28,0.0,0.1,600,FUT,NFO-FUT,NFO
28,14541058,56801,ADANIPORTS25JUNFUT,ADANIPORTS,0.0,2025-06-26,0.0,0.1,400,FUT,NFO-FUT,NFO
29,13625858,53226,ADANIPORTS25JULFUT,ADANIPORTS,0.0,2025-07-31,0.0,0.1,475,FUT,NFO-FUT,NFO
30,16412418,64111,ADANIPORTS25AUGFUT,ADANIPORTS,0.0,2025-08-28,0.0,0.1,475,FUT,NFO-FUT,NFO
31,14542338,56806,ALKEM25JUNFUT,ALKEM,0.0,2025-06-26,0.0,0.5,100,FUT,NFO-FUT,NFO
32,13626114,53227,ALKEM25JULFUT,ALKEM,0.0,2025-07-31,0.0,0.5,125,FUT,NFO-FUT,NFO
33,16412674,64112,ALKEM25AUGFUT,ALKEM,0.0,2025-08-28,0.0,0.5,125,FUT,NFO-FUT,NFO
34,14542594,56807,AMBUJACEM25JUNFUT,AMBUJACEM,0.0,2025-06-26,0.0,0.05,900,FUT,NFO-FUT,NFO
35,13628162,53235,AMBUJACEM25JULFUT,AMBUJACEM,0.0,2025-07-31,0.0,0.05,1050,FUT,NFO-FUT,NFO
36,16412930,64113,AMBUJACEM25AUGFUT,AMBUJACEM,0.0,2025-08-28,0.0,0.05,1050,FUT,NFO-FUT,NFO
37,14542850,56808,ANGELONE25JUNFUT,ANGELONE,0.0,2025-06-26,0.0,0.1,200,FUT,NFO-FUT,NFO
38,13628418,53236,ANGELONE25JULFUT,ANGELONE,0.0,2025-07-31,0.0,0.1,250,FUT,NFO-FUT,NFO
39,16413186,64114,ANGELONE25AUGFUT,ANGELONE,0.0,2025-08-28,0.0,0.1,250,FUT,NFO-FUT,NFO
40,14543106,56809,APLAPOLLO25JUNFUT,APLAPOLLO,0.0,2025-06-26,0.0,0.1,350,FUT,NFO-FUT,NFO
41,13629442,53240,APLAPOLLO25JULFUT,APLAPOLLO,0.0,2025-07-31,0.0,0.1,350,FUT,NFO-FUT,NFO
42,16413442,64115,APLAPOLLO25AUGFUT,APLAPOLLO,0.0,2025-08-28,0.0,0.1,350,FUT,NFO-FUT,NFO
43,14543362,56810,APOLLOHOSP25JUNFUT,APOLLOHOSP,0.0,2025-06-26,0.0,0.5,125,FUT,NFO-FUT,NFO
44,13629698,53241,APOLLOHOSP25JULFUT,APOLLOHOSP,0.0,2025-07-31,0.0,0.5,125,FUT,NFO-FUT,NFO
45,16413698,64116,APOLLOHOSP25AUGFUT,APOLLOHOSP,0.0,2025-08-28,0.0,0.5,125,FUT,NFO-FUT,NFO
46,14543618,56811,ASHOKLEY25JUNFUT,ASHOKLEY,0.0,2025-06-26,0.0,0.01,2500,FUT,NFO-FUT,NFO
47,13630466,53244,ASHOKLEY25JULFUT,ASHOKLEY,0.0,2025-07-31,0.0,0.01,2500,FUT,NFO-FUT,NFO
48,16413954,64117,ASHOKLEY25AUGFUT,ASHOKLEY,0.0,2025-08-28,0.0,0.01,2500,FUT,NFO-FUT,NFO
49,14544898,56816,ASIANPAINT25JUNFUT,ASIANPAINT,0.0,2025-06-26,0.0,0.1,200,FUT,NFO-FUT,NFO
50,13630722,53245,ASIANPAINT25JULFUT,ASIANPAINT,0.0,2025-07-31,0.0,0.1,250,FUT,NFO-FUT,NFO
51,16414210,64118,ASIANPAINT25AUGFUT,ASIANPAINT,0.0,2025-08-28,0.0,0.1,250,FUT,NFO-FUT,NFO
52,14545154,56817,ASTRAL25JUNFUT,ASTRAL,0.0,2025-06-26,0.0,0.1,367,FUT,NFO-FUT,NFO
53,13630978,53246,ASTRAL25JULFUT,ASTRAL,0.0,2025-07-31,0.0,0.1,425,FUT,NFO-FUT,NFO
54,16414466,64119,ASTRAL25AUGFUT,ASTRAL,0.0,2025-08-28,0.0,0.1,425,FUT,NFO-FUT,NFO
55,14545410,56818,ATGL25JUNFUT,ATGL,0.0,2025-06-26,0.0,0.05,775,FUT,NFO-FUT,NFO
56,13631234,53247,ATGL25JULFUT,ATGL,0.0,2025-07-31,0.0,0.05,875,FUT,NFO-FUT,NFO
57,16414722,64120,ATGL25AUGFUT,ATGL,0.0,2025-08-28,0.0,0.05,875,FUT,NFO-FUT,NFO
58,14545666,56819,AUBANK25JUNFUT,AUBANK,0.0,2025-06-26,0.0,0.05,1000,FUT,NFO-FUT,NFO
59,13631490,53248,AUBANK25JULFUT,AUBANK,0.0,2025-07-31,0.0,0.05,1000,FUT,NFO-FUT,NFO
60,16414978,64121,AUBANK25AUGFUT,AUBANK,0.0,2025-08-28,0.0,0.05,1000,FUT,NFO-FUT,NFO
61,14546434,56822,AUROPHARMA25JUNFUT,AUROPHARMA,0.0,2025-06-26,0.0,0.1,550,FUT,NFO-FUT,NFO
62,13631746,53249,AUROPHARMA25JULFUT,AUROPHARMA,0.0,2025-07-31,0.0,0.1,550,FUT,NFO-FUT,NFO
63,16436738,64206,AUROPHARMA25AUGFUT,AUROPHARMA,0.0,2025-08-28,0.0,0.1,550,FUT,NFO-FUT,NFO
64,14546690,56823,AXISBANK25JUNFUT,AXISBANK,0.0,2025-06-26,0.0,0.1,625,FUT,NFO-FUT,NFO
65,13632002,53250,AXISBANK25JULFUT,AXISBANK,0.0,2025-07-31,0.0,0.1,625,FUT,NFO-FUT,NFO
66,16436994,64207,AXISBANK25AUGFUT,AXISBANK,0.0,2025-08-28,0.0,0.1,625,FUT,NFO-FUT,NFO
67,14547458,56826,BAJAJ-AUTO25JUNFUT,BAJAJ-AUTO,0.0,2025-06-26,0.0,0.5,75,FUT,NFO-FUT,NFO
68,13632258,53251,BAJAJ-AUTO25JULFUT,BAJAJ-AUTO,0.0,2025-07-31,0.0,0.5,75,FUT,NFO-FUT,NFO
69,16439554,64217,BAJAJ-AUTO25AUGFUT,BAJAJ-AUTO,0.0,2025-08-28,0.0,0.5,75,FUT,NFO-FUT,NFO
70,14547714,56827,BAJAJFINSV25JUNFUT,BAJAJFINSV,0.0,2025-06-26,0.0,0.1,500,FUT,NFO-FUT,NFO
71,13632514,53252,BAJAJFINSV25JULFUT,BAJAJFINSV,0.0,2025-07-31,0.0,0.1,500,FUT,NFO-FUT,NFO
72,16440066,64219,BAJAJFINSV25AUGFUT,BAJAJFINSV,0.0,2025-08-28,0.0,0.1,500,FUT,NFO-FUT,NFO
73,14547970,56828,BAJFINANCE25JUNFUT,BAJFINANCE,0.0,2025-06-26,0.0,0.5,125,FUT,NFO-FUT,NFO
74,13632770,53253,BAJFINANCE25JULFUT,BAJFINANCE,0.0,2025-07-31,0.0,0.5,75,FUT,NFO-FUT,NFO
75,16440322,64220,BAJFINANCE25AUGFUT,BAJFINANCE,0.0,2025-08-28,0.0,0.5,75,FUT,NFO-FUT,NFO
76,14548226,56829,BALKRISIND25JUNFUT,BALKRISIND,0.0,2025-06-26,0.0,0.1,300,FUT,NFO-FUT,NFO
77,13633026,53254,BALKRISIND25JULFUT,BALKRISIND,0.0,2025-07-31,0.0,0.1,300,FUT,NFO-FUT,NFO
78,14548482,56830,BANDHANBNK25JUNFUT,BANDHANBNK,0.0,2025-06-26,0.0,0.01,2800,FUT,NFO-FUT,NFO
79,13633282,53255,BANDHANBNK25JULFUT,BANDHANBNK,0.0,2025-07-31,0.0,0.01,3600,FUT,NFO-FUT,NFO
80,16440578,64221,BANDHANBNK25AUGFUT,BANDHANBNK,0.0,2025-08-28,0.0,0.01,3600,FUT,NFO-FUT,NFO
81,14548738,56831,BANKBARODA25JUNFUT,BANKBARODA,0.0,2025-06-26,0.0,0.01,2925,FUT,NFO-FUT,NFO
82,13633538,53256,BANKBARODA25JULFUT,BANKBARODA,0.0,2025-07-31,0.0,0.01,2925,FUT,NFO-FUT,NFO
83,16440834,64222,BANKBARODA25AUGFUT,BANKBARODA,0.0,2025-08-28,0.0,0.01,2925,FUT,NFO-FUT,NFO
84,14548994,56832,BANKINDIA25JUNFUT,BANKINDIA,0.0,2025-06-26,0.0,0.01,4825,FUT,NFO-FUT,NFO
85,13633794,53257,BANKINDIA25JULFUT,BANKINDIA,0.0,2025-07-31,0.0,0.01,5200,FUT,NFO-FUT,NFO
86,16441090,64223,BANKINDIA25AUGFUT,BANKINDIA,0.0,2025-08-28,0.0,0.01,5200,FUT,NFO-FUT,NFO
87,16441346,64224,BDL25JUNFUT,BDL,0.0,2025-06-26,0.0,0.1,325,FUT,NFO-FUT,NFO
88,16441602,64225,BDL25JULFUT,BDL,0.0,2025-07-31,0.0,0.1,325,FUT,NFO-FUT,NFO
89,16441858,64226,BDL25AUGFUT,BDL,0.0,2025-08-28,0.0,0.1,325,FUT,NFO-FUT,NFO
90,14549250,56833,BEL25JUNFUT,BEL,0.0,2025-06-26,0.0,0.05,2850,FUT,NFO-FUT,NFO
91,13634050,53258,BEL25JULFUT,BEL,0.0,2025-07-31,0.0,0.05,2850,FUT,NFO-FUT,NFO
92,16442114,64227,BEL25AUGFUT,BEL,0.0,2025-08-28,0.0,0.05,2850,FUT,NFO-FUT,NFO
93,14549506,56834,BHARATFORG25JUNFUT,BHARATFORG,0.0,2025-06-26,0.0,0.1,500,FUT,NFO-FUT,NFO
94,13634306,53259,BHARATFORG25JULFUT,BHARATFORG,0.0,2025-07-31,0.0,0.1,500,FUT,NFO-FUT,NFO
95,16442370,64228,BHARATFORG25AUGFUT,BHARATFORG,0.0,2025-08-28,0.0,0.1,500,FUT,NFO-FUT,NFO
96,14549762,56835,BHARTIARTL25JUNFUT,BHARTIARTL,0.0,2025-06-26,0.0,0.1,475,FUT,NFO-FUT,NFO
97,13634562,53260,BHARTIARTL25JULFUT,BHARTIARTL,0.0,2025-07-31,0.0,0.1,475,FUT,NFO-FUT,NFO
98,16442626,64229,BHARTIARTL25AUGFUT,BHARTIARTL,0.0,2025-08-28,0.0,0.1,475,FUT,NFO-FUT,NFO
99,14550530,56838,BHEL25JUNFUT,BHEL,0.0,2025-06-26,0.0,0.05,2625,FUT,NFO-FUT,NFO
100,13634818,53261,BHEL25JULFUT,BHEL,0.0,2025-07-31,0.0,0.05,2625,FUT,NFO-FUT,NFO
101,16442882,64230,BHEL25AUGFUT,BHEL,0.0,2025-08-28,0.0,0.05,2625,FUT,NFO-FUT,NFO
102,14550786,56839,BIOCON25JUNFUT,BIOCON,0.0,2025-06-26,0.0,0.05,2500,FUT,NFO-FUT,NFO
103,13635074,53262,BIOCON25JULFUT,BIOCON,0.0,2025-07-31,0.0,0.05,2500,FUT,NFO-FUT,NFO
104,16443138,64231,BIOCON25AUGFUT,BIOCON,0.0,2025-08-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
105,16443394,64232,BLUESTARCO25JUNFUT,BLUESTARCO,0.0,2025-06-26,0.0,0.1,325,FUT,NFO-FUT,NFO
106,16443650,64233,BLUESTARCO25JULFUT,BLUESTARCO,0.0,2025-07-31,0.0,0.1,325,FUT,NFO-FUT,NFO
107,16447490,64248,BLUESTARCO25AUGFUT,BLUESTARCO,0.0,2025-08-28,0.0,0.1,325,FUT,NFO-FUT,NFO
108,14552066,56844,BOSCHLTD25JUNFUT,BOSCHLTD,0.0,2025-06-26,0.0,5.0,25,FUT,NFO-FUT,NFO
109,13635330,53263,BOSCHLTD25JULFUT,BOSCHLTD,0.0,2025-07-31,0.0,5.0,25,FUT,NFO-FUT,NFO
110,16447746,64249,BOSCHLTD25AUGFUT,BOSCHLTD,0.0,2025-08-28,0.0,5.0,25,FUT,NFO-FUT,NFO
111,14552322,56845,BPCL25JUNFUT,BPCL,0.0,2025-06-26,0.0,0.05,1800,FUT,NFO-FUT,NFO
112,13635586,53264,BPCL25JULFUT,BPCL,0.0,2025-07-31,0.0,0.05,1975,FUT,NFO-FUT,NFO
113,16479234,64372,BPCL25AUGFUT,BPCL,0.0,2025-08-28,0.0,0.05,1975,FUT,NFO-FUT,NFO
114,14552578,56846,BRITANNIA25JUNFUT,BRITANNIA,0.0,2025-06-26,0.0,0.5,100,FUT,NFO-FUT,NFO
115,13635842,53265,BRITANNIA25JULFUT,BRITANNIA,0.0,2025-07-31,0.0,0.5,125,FUT,NFO-FUT,NFO
116,16479490,64373,BRITANNIA25AUGFUT,BRITANNIA,0.0,2025-08-28,0.0,0.5,125,FUT,NFO-FUT,NFO
117,14552834,56847,BSE25JUNFUT,BSE,0.0,2025-06-26,0.0,0.1,375,FUT,NFO-FUT,NFO
118,13636610,53268,BSE25JULFUT,BSE,0.0,2025-07-31,0.0,0.1,375,FUT,NFO-FUT,NFO
119,16480770,64378,BSE25AUGFUT,BSE,0.0,2025-08-28,0.0,0.1,375,FUT,NFO-FUT,NFO
120,14553090,56848,BSOFT25JUNFUT,BSOFT,0.0,2025-06-26,0.0,0.05,1000,FUT,NFO-FUT,NFO
121,13636866,53269,BSOFT25JULFUT,BSOFT,0.0,2025-07-31,0.0,0.05,1300,FUT,NFO-FUT,NFO
122,14553346,56849,CAMS25JUNFUT,CAMS,0.0,2025-06-26,0.0,0.1,125,FUT,NFO-FUT,NFO
123,13637122,53270,CAMS25JULFUT,CAMS,0.0,2025-07-31,0.0,0.1,150,FUT,NFO-FUT,NFO
124,16481026,64379,CAMS25AUGFUT,CAMS,0.0,2025-08-28,0.0,0.1,150,FUT,NFO-FUT,NFO
125,14553602,56850,CANBK25JUNFUT,CANBK,0.0,2025-06-26,0.0,0.01,6750,FUT,NFO-FUT,NFO
126,13637890,53273,CANBK25JULFUT,CANBK,0.0,2025-07-31,0.0,0.01,6750,FUT,NFO-FUT,NFO
127,16481282,64380,CANBK25AUGFUT,CANBK,0.0,2025-08-28,0.0,0.01,6750,FUT,NFO-FUT,NFO
128,14553858,56851,CDSL25JUNFUT,CDSL,0.0,2025-06-26,0.0,0.1,350,FUT,NFO-FUT,NFO
129,13638146,53274,CDSL25JULFUT,CDSL,0.0,2025-07-31,0.0,0.1,475,FUT,NFO-FUT,NFO
130,16481538,64381,CDSL25AUGFUT,CDSL,0.0,2025-08-28,0.0,0.1,475,FUT,NFO-FUT,NFO
131,14554114,56852,CESC25JUNFUT,CESC,0.0,2025-06-26,0.0,0.01,2925,FUT,NFO-FUT,NFO
132,13638402,53275,CESC25JULFUT,CESC,0.0,2025-07-31,0.0,0.01,3625,FUT,NFO-FUT,NFO
133,16481794,64382,CESC25AUGFUT,CESC,0.0,2025-08-28,0.0,0.01,3625,FUT,NFO-FUT,NFO
134,14554370,56853,CGPOWER25JUNFUT,CGPOWER,0.0,2025-06-26,0.0,0.05,725,FUT,NFO-FUT,NFO
135,13638658,53276,CGPOWER25JULFUT,CGPOWER,0.0,2025-07-31,0.0,0.05,850,FUT,NFO-FUT,NFO
136,16482050,64383,CGPOWER25AUGFUT,CGPOWER,0.0,2025-08-28,0.0,0.05,850,FUT,NFO-FUT,NFO
137,14555138,56856,CHAMBLFERT25JUNFUT,CHAMBLFERT,0.0,2025-06-26,0.0,0.05,950,FUT,NFO-FUT,NFO
138,13638914,53277,CHAMBLFERT25JULFUT,CHAMBLFERT,0.0,2025-07-31,0.0,0.05,950,FUT,NFO-FUT,NFO
139,14555394,56857,CHOLAFIN25JUNFUT,CHOLAFIN,0.0,2025-06-26,0.0,0.1,625,FUT,NFO-FUT,NFO
140,13639170,53278,CHOLAFIN25JULFUT,CHOLAFIN,0.0,2025-07-31,0.0,0.1,625,FUT,NFO-FUT,NFO
141,16483074,64387,CHOLAFIN25AUGFUT,CHOLAFIN,0.0,2025-08-28,0.0,0.1,625,FUT,NFO-FUT,NFO
142,14555650,56858,CIPLA25JUNFUT,CIPLA,0.0,2025-06-26,0.0,0.1,325,FUT,NFO-FUT,NFO
143,13639426,53279,CIPLA25JULFUT,CIPLA,0.0,2025-07-31,0.0,0.1,375,FUT,NFO-FUT,NFO
144,16483330,64388,CIPLA25AUGFUT,CIPLA,0.0,2025-08-28,0.0,0.1,375,FUT,NFO-FUT,NFO
145,14555906,56859,COALINDIA25JUNFUT,COALINDIA,0.0,2025-06-26,0.0,0.05,1050,FUT,NFO-FUT,NFO
146,13639682,53280,COALINDIA25JULFUT,COALINDIA,0.0,2025-07-31,0.0,0.05,1350,FUT,NFO-FUT,NFO
147,16483842,64390,COALINDIA25AUGFUT,COALINDIA,0.0,2025-08-28,0.0,0.05,1350,FUT,NFO-FUT,NFO
148,14556162,56860,COFORGE25JUNFUT,COFORGE,0.0,2025-06-26,0.0,0.5,375,FUT,NFO-FUT,NFO
149,13639938,53281,COFORGE25JULFUT,COFORGE,0.0,2025-07-31,0.0,0.5,375,FUT,NFO-FUT,NFO
150,16484098,64391,COFORGE25AUGFUT,COFORGE,0.0,2025-08-28,0.0,0.5,375,FUT,NFO-FUT,NFO
151,14556418,56861,COLPAL25JUNFUT,COLPAL,0.0,2025-06-26,0.0,0.1,175,FUT,NFO-FUT,NFO
152,13640706,53284,COLPAL25JULFUT,COLPAL,0.0,2025-07-31,0.0,0.1,225,FUT,NFO-FUT,NFO
153,16484354,64392,COLPAL25AUGFUT,COLPAL,0.0,2025-08-28,0.0,0.1,225,FUT,NFO-FUT,NFO
154,14556674,56862,CONCOR25JUNFUT,CONCOR,0.0,2025-06-26,0.0,0.05,1000,FUT,NFO-FUT,NFO
155,13641986,53289,CONCOR25JULFUT,CONCOR,0.0,2025-07-31,0.0,0.05,1000,FUT,NFO-FUT,NFO
156,16484610,64393,CONCOR25AUGFUT,CONCOR,0.0,2025-08-28,0.0,0.05,1000,FUT,NFO-FUT,NFO
157,14556930,56863,CROMPTON25JUNFUT,CROMPTON,0.0,2025-06-26,0.0,0.05,1800,FUT,NFO-FUT,NFO
158,13642242,53290,CROMPTON25JULFUT,CROMPTON,0.0,2025-07-31,0.0,0.05,1800,FUT,NFO-FUT,NFO
159,16484866,64394,CROMPTON25AUGFUT,CROMPTON,0.0,2025-08-28,0.0,0.05,1800,FUT,NFO-FUT,NFO
160,14557186,56864,CUMMINSIND25JUNFUT,CUMMINSIND,0.0,2025-06-26,0.0,0.1,150,FUT,NFO-FUT,NFO
161,13642498,53291,CUMMINSIND25JULFUT,CUMMINSIND,0.0,2025-07-31,0.0,0.1,200,FUT,NFO-FUT,NFO
162,16485122,64395,CUMMINSIND25AUGFUT,CUMMINSIND,0.0,2025-08-28,0.0,0.1,200,FUT,NFO-FUT,NFO
163,14557442,56865,CYIENT25JUNFUT,CYIENT,0.0,2025-06-26,0.0,0.1,300,FUT,NFO-FUT,NFO
164,13642754,53292,CYIENT25JULFUT,CYIENT,0.0,2025-07-31,0.0,0.1,425,FUT,NFO-FUT,NFO
165,16485378,64396,CYIENT25AUGFUT,CYIENT,0.0,2025-08-28,0.0,0.1,425,FUT,NFO-FUT,NFO
166,14566402,56900,DABUR25JUNFUT,DABUR,0.0,2025-06-26,0.0,0.05,1250,FUT,NFO-FUT,NFO
167,13643010,53293,DABUR25JULFUT,DABUR,0.0,2025-07-31,0.0,0.05,1250,FUT,NFO-FUT,NFO
168,16485634,64397,DABUR25AUGFUT,DABUR,0.0,2025-08-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
169,14566658,56901,DALBHARAT25JUNFUT,DALBHARAT,0.0,2025-06-26,0.0,0.1,275,FUT,NFO-FUT,NFO
170,13643266,53294,DALBHARAT25JULFUT,DALBHARAT,0.0,2025-07-31,0.0,0.1,325,FUT,NFO-FUT,NFO
171,16485890,64398,DALBHARAT25AUGFUT,DALBHARAT,0.0,2025-08-28,0.0,0.1,325,FUT,NFO-FUT,NFO
172,14567426,56904,DELHIVERY25JUNFUT,DELHIVERY,0.0,2025-06-26,0.0,0.05,1525,FUT,NFO-FUT,NFO
173,13643522,53295,DELHIVERY25JULFUT,DELHIVERY,0.0,2025-07-31,0.0,0.05,2075,FUT,NFO-FUT,NFO
174,16486146,64399,DELHIVERY25AUGFUT,DELHIVERY,0.0,2025-08-28,0.0,0.05,2075,FUT,NFO-FUT,NFO
175,14567682,56905,DIVISLAB25JUNFUT,DIVISLAB,0.0,2025-06-26,0.0,0.5,100,FUT,NFO-FUT,NFO
176,13643778,53296,DIVISLAB25JULFUT,DIVISLAB,0.0,2025-07-31,0.0,0.5,100,FUT,NFO-FUT,NFO
177,16486402,64400,DIVISLAB25AUGFUT,DIVISLAB,0.0,2025-08-28,0.0,0.5,100,FUT,NFO-FUT,NFO
178,14567938,56906,DIXON25JUNFUT,DIXON,0.0,2025-06-26,0.0,1.0,50,FUT,NFO-FUT,NFO
179,13644034,53297,DIXON25JULFUT,DIXON,0.0,2025-07-31,0.0,1.0,50,FUT,NFO-FUT,NFO
180,16486658,64401,DIXON25AUGFUT,DIXON,0.0,2025-08-28,0.0,1.0,50,FUT,NFO-FUT,NFO
181,14568194,56907,DLF25JUNFUT,DLF,0.0,2025-06-26,0.0,0.05,825,FUT,NFO-FUT,NFO
182,13644290,53298,DLF25JULFUT,DLF,0.0,2025-07-31,0.0,0.05,825,FUT,NFO-FUT,NFO
183,16486914,64402,DLF25AUGFUT,DLF,0.0,2025-08-28,0.0,0.05,825,FUT,NFO-FUT,NFO
184,14568450,56908,DMART25JUNFUT,DMART,0.0,2025-06-26,0.0,0.1,150,FUT,NFO-FUT,NFO
185,13644546,53299,DMART25JULFUT,DMART,0.0,2025-07-31,0.0,0.1,150,FUT,NFO-FUT,NFO
186,16487170,64403,DMART25AUGFUT,DMART,0.0,2025-08-28,0.0,0.1,150,FUT,NFO-FUT,NFO
187,14568706,56909,DRREDDY25JUNFUT,DRREDDY,0.0,2025-06-26,0.0,0.1,625,FUT,NFO-FUT,NFO
188,13644802,53300,DRREDDY25JULFUT,DRREDDY,0.0,2025-07-31,0.0,0.1,625,FUT,NFO-FUT,NFO
189,16487426,64404,DRREDDY25AUGFUT,DRREDDY,0.0,2025-08-28,0.0,0.1,625,FUT,NFO-FUT,NFO
190,14568962,56910,EICHERMOT25JUNFUT,EICHERMOT,0.0,2025-06-26,0.0,0.5,175,FUT,NFO-FUT,NFO
191,13645058,53301,EICHERMOT25JULFUT,EICHERMOT,0.0,2025-07-31,0.0,0.5,175,FUT,NFO-FUT,NFO
192,16487682,64405,EICHERMOT25AUGFUT,EICHERMOT,0.0,2025-08-28,0.0,0.5,175,FUT,NFO-FUT,NFO
193,14663170,57278,ETERNAL25JUNFUT,ETERNAL,0.0,2025-06-26,0.0,0.01,2000,FUT,NFO-FUT,NFO
194,13645314,53302,ETERNAL25JULFUT,ETERNAL,0.0,2025-07-31,0.0,0.01,2425,FUT,NFO-FUT,NFO
195,16488194,64407,ETERNAL25AUGFUT,ETERNAL,0.0,2025-08-28,0.0,0.01,2425,FUT,NFO-FUT,NFO
196,14569218,56911,EXIDEIND25JUNFUT,EXIDEIND,0.0,2025-06-26,0.0,0.05,1800,FUT,NFO-FUT,NFO
197,13645570,53303,EXIDEIND25JULFUT,EXIDEIND,0.0,2025-07-31,0.0,0.05,1800,FUT,NFO-FUT,NFO
198,16488706,64409,EXIDEIND25AUGFUT,EXIDEIND,0.0,2025-08-28,0.0,0.05,1800,FUT,NFO-FUT,NFO
199,14571010,56918,FEDERALBNK25JUNFUT,FEDERALBNK,0.0,2025-06-26,0.0,0.01,5000,FUT,NFO-FUT,NFO
200,13645826,53304,FEDERALBNK25JULFUT,FEDERALBNK,0.0,2025-07-31,0.0,0.01,5000,FUT,NFO-FUT,NFO
201,16488962,64410,FEDERALBNK25AUGFUT,FEDERALBNK,0.0,2025-08-28,0.0,0.01,5000,FUT,NFO-FUT,NFO
202,14536450,56783,FINNIFTY25JUNFUT,FINNIFTY,0.0,2025-06-26,0.0,0.1,65,FUT,NFO-FUT,NFO
203,13622786,53214,FINNIFTY25JULFUT,FINNIFTY,0.0,2025-07-31,0.0,0.1,65,FUT,NFO-FUT,NFO
204,16409858,64101,FINNIFTY25AUGFUT,FINNIFTY,0.0,2025-08-28,0.0,0.1,65,FUT,NFO-FUT,NFO
205,16489218,64411,FORTIS25JUNFUT,FORTIS,0.0,2025-06-26,0.0,0.05,775,FUT,NFO-FUT,NFO
